,Date,Shift,Furnace_ID,Furnace_Type,Batch_Type,Production_Output (tons),Energy_Consumption (kWh),Furnace_Temperature (°C),Annealing_Time (hrs),Downtime (hrs),Ambient_Temperature (°C),Recycled_Content (%),Energy_Rating,Maintenance_Flag,Fuel_Type,Glass_Thickness (mm),Production_Target (tons),Defects_Percentage (%),Melting_Time (hrs),Cooling_Energy (kWh)
570,24-01-2023 18.00,Night,Furnace_10,Electric,Soda-lime,122.51,619.28,1414.9,1.34,0.71,20.1,58.0,C,No,Natural Gas,7.18,174.01,1.14,8.6,255.79
571,24-01-2023 19.00,Night,Furnace_10,Gas,Borosilicate,87.3,692.51,1691.8,2.4,1.18,25.3,16.0,A,No,Electricity,6.03,162.7,89.9,20.3,562.32
572,24-01-2023 20.00,Afternoon,Furnace_6,Gas,Borosilicate,158.96,2195.88,1545.7,1.9,1.56,19.0,39.0,B,No,Electricity,10.3,116.245,0.47,20.0,242.06
573,24-01-2023 21.00,Night,Furnace_5,Electric,Borosilicate,121.17,2575.88,1619.9,2.12,0.21,27.5,18.0,C,No,Electricity,11.21,110.89,7.94,22.6,801.41
574,24-01-2023 22.00,Afternoon,Furnace_7,Hybrid,Borosilicate,21.13,944.9,1542.5,2.87,1.95,15.5,36.0,A,Yes,Natural Gas,64.2,85.0,8.28,9.2,665.58
575,24-01-2023 23.00,Afternoon,Furnace_6,Electric,Soda-lime,35.16,3354.78,1499.3,2.12,4.59,21.5,26.0,A,No,Natural Gas,5.09,109.21,5.47,18.9,407.12
576,25-01-2023 0.00,Afternoon,Furnace_7,Hybrid,Borosilicate,184.23,1712.4,1577.0,1.46,2.51,25.3,23.0,C,No,Natural Gas,5.18,138.99,1.45,24.0,141.16
577,25-01-2023 1.00,Morning,Furnace_9,Electric,Lead,142.71,3887.69,1556.4,2.54,3.75,17.8,73.0,C,No,Electricity,11.01,92.36,8.63,8.5,129.9
578,25-01-2023 2.00,Night,Furnace_4,Gas,Soda-lime,130.86,617.71,1400.1,2.7,0.56,37.9,57.0,B,No,Natural Gas,9.51,93.82,3.04,80.0,306.24
579,25-01-2023 3.00,Morning,Furnace_2,Gas,Soda-lime,48.27,2186.09,1496.1,1.89,2.87,206.0,42.0,C,Yes,Electricity,14.06,86.4,4.17,216.0,375.89
580,25-01-2023 4.00,Morning,Furnace_8,Hybrid,Borosilicate,91.54,2332.12,1604.7,2.27,0.71,39.9,1.0,A,Yes,Natural Gas,14.73,61.15,0.61,22.3,878.79
581,25-01-2023 5.00,Morning,Furnace_6,Electric,Borosilicate,95.45,3836.13,1473.6,3.26,4.6,34.8,58.0,A,No,Natural Gas,8.38,62.24,3.55,20.7,392.79
582,25-01-2023 6.00,Afternoon,Furnace_8,Electric,Soda-lime,86.22,1325.34,1681.2,0.99,4.21,16.1,56.0,C,Yes,Electricity,12.9,109.32,3.7,14.5,182.48
583,25-01-2023 7.00,Night,Furnace_6,Hybrid,Soda-lime,107.31,3922.04,1436.4,0.85,3.9,20.6,10.0,A,Yes,Electricity,12.72,47.63,7.71,15.2,974.6
584,25-01-2023 8.00,Morning,Furnace_1,Hybrid,Borosilicate,113.10499999999999,1458.44,1509.4,0.96,2.66,18.2,71.0,C,No,Natural Gas,5.38,74.94,0.63,19.1,812.34
585,25-01-2023 9.00,Night,Furnace_8,Electric,Soda-lime,118.2,3745.3,1632.8,1.13,0.74,27.5,11.0,A,No,Natural Gas,13.73,184.25,7.01,10.8,119.25
586,25-01-2023 10.00,Night,Furnace_5,Hybrid,Borosilicate,22.08,4031.63,1552.6,2.33,1.69,28.8,44.0,A,Yes,Electricity,4.6,185.27,3.7,11.6,743.83
587,25-01-2023 11.00,Night,Furnace_7,Hybrid,Borosilicate,191.84,4540.44,1517.3,1.49,4.52,39.9,38.0,B,Yes,Electricity,3.25,82.31,8.41,17.5,649.94
588,25-01-2023 12.00,Morning,Furnace_6,Gas,Borosilicate,128.42,2581.32,1467.3,1.47,3.92,25.4,410.0,A,Yes,Natural Gas,8.04,37.65,8.16,16.35,564.095
589,25-01-2023 13.00,Night,Furnace_7,Hybrid,Soda-lime,161.4,2026.45,1686.6,2.36,1.67,297.0,39.0,C,Yes,Electricity,6.09,72.14,1.16,21.8,936.49
590,25-01-2023 14.00,Morning,Furnace_6,Electric,Lead,39.85,2349.45,1560.9,1.94,2.63,18.0,18.0,C,No,Electricity,8.97,163.68,18.0,18.4,647.66
591,25-01-2023 15.00,Morning,Furnace_4,Hybrid,Soda-lime,187.76,1284.01,1552.6,3.43,1.1,35.8,42.0,B,No,Electricity,5.48,155.02,8.23,14.8,257.96
592,25-01-2023 16.00,Night,Furnace_1,Gas,Lead,131.64,3301.74,1692.5,2.37,0.55,39.6,31.0,A,No,Electricity,8.62,61.66,5.21,21.2,564.095
593,25-01-2023 17.00,Morning,Furnace_10,Electric,Soda-lime,66.16,3855.62,1582.8,0.89,1.28,25.3,11.0,A,Yes,Electricity,8.42,59.48,1.3,10.7,516.84
594,25-01-2023 18.00,Night,Furnace_10,Electric,Borosilicate,21.27,4247.05,1536.2,2.33,3.94,341.0,30.0,A,Yes,Electricity,6.06,47.69,4.03,23.2,338.6
595,25-01-2023 19.00,Afternoon,Furnace_10,Hybrid,Soda-lime,32.7,3061.5,1616.5,1.05,1.31,20.5,11.0,B,Yes,Natural Gas,7.76,72.9,8.18,8.5,833.64
596,25-01-2023 20.00,Morning,Furnace_4,Gas,Soda-lime,104.51,2652.91,1490.8,2.28,1.99,22.7,61.0,A,Yes,Electricity,6.65,158.14,2.2,15.1,414.79
597,25-01-2023 21.00,Night,Furnace_5,Gas,Soda-lime,173.61,833.13,1556.8,1.09,4.78,23.3,73.0,A,Yes,Electricity,7.01,166.05,3.0,23.8,469.78
598,25-01-2023 22.00,Afternoon,Furnace_4,Electric,Borosilicate,148.75,1497.37,1448.4,0.69,4.18,30.2,26.0,C,No,Electricity,3.99,1587.3,4.63,23.9,507.0
599,25-01-2023 23.00,Night,Furnace_4,Electric,Lead,171.2,4010.84,1693.1,2.95,3.84,27.2,37.0,A,Yes,Electricity,8.69,81.43,8.69,17.4,274.44
600,26-01-2023 0.00,Morning,Furnace_5,Electric,Soda-lime,141.1,2941.98,1683.0,1.05,0.94,19.6,61.0,A,Yes,Natural Gas,14.22,30.12,3.34,11.2,763.32
601,26-01-2023 1.00,Night,Furnace_10,Gas,Borosilicate,113.10499999999999,1400.16,1496.4,2.4,3.68,27.2,14.0,C,No,Electricity,14.59,114.24,4.15,18.6,593.4
602,26-01-2023 2.00,Morning,Furnace_5,Hybrid,Borosilicate,91.24,4535.63,1552.6,1.57,2.59,36.7,13.0,A,Yes,Electricity,103.6,98.5,0.17,10.3,124.24
603,26-01-2023 3.00,Morning,Furnace_8,Electric,Soda-lime,36.06,4529.72,1552.6,2.96,1.67,32.9,49.0,A,No,Natural Gas,2.11,70.89,8.25,10.6,429.71
604,26-01-2023 4.00,Night,Furnace_10,Hybrid,Soda-lime,88.98,2560.17,1684.1,1.57,3.81,28.4,690.0,C,Yes,Natural Gas,3.88,74.01,2.91,16.35,905.79
605,26-01-2023 5.00,Morning,Furnace_7,Electric,Lead,87.08,2062.15,1553.3,2.12,3.8,161.0,13.0,B,Yes,Electricity,11.07,150.86,3.69,17.5,266.31
606,26-01-2023 6.00,Night,Furnace_1,Gas,Lead,94.64,1874.01,1513.3,2.13,43.2,37.5,52.0,B,Yes,Natural Gas,7.53,110.0,2.3,8.8,238.8
607,26-01-2023 7.00,Morning,Furnace_10,Hybrid,Lead,185.31,4002.5,1501.5,3.94,4.75,20.4,30.0,B,No,Natural Gas,12.31,114.72,2.65,9.6,864.29
608,26-01-2023 8.00,Night,Furnace_3,Gas,Soda-lime,32.26,3338.35,1549.0,2.89,0.67,24.9,39.0,C,No,Electricity,11.36,51.3,0.68,13.3,441.74
609,26-01-2023 9.00,Night,Furnace_6,Hybrid,Lead,116.43,3137.99,1609.5,0.94,0.19,27.5,52.0,B,Yes,Electricity,3.73,50.86,8.37,15.9,967.54
610,26-01-2023 10.00,Night,Furnace_9,Electric,Soda-lime,135.53,3755.95,1552.6,2.49,3.31,34.0,79.0,C,No,Natural Gas,10.99,195.41,0.02,15.3,152.49
611,26-01-2023 11.00,Afternoon,Furnace_2,Gas,Soda-lime,57.97,4716.64,1691.2,0.88,0.58,38.2,52.0,B,No,Natural Gas,104.5,156.8,6.6,11.5,694.93
612,26-01-2023 12.00,Night,Furnace_9,Hybrid,Borosilicate,31.28,4439.02,1552.6,3.98,3.72,18.8,64.0,C,No,Natural Gas,7.22,101.91,4.72,13.4,613.37
613,26-01-2023 13.00,Morning,Furnace_9,Hybrid,Lead,1944.9,2802.95,1627.3,3.36,3.62,16.0,28.0,A,Yes,Natural Gas,12.75,115.31,8.46,12.7,974.83
614,26-01-2023 14.00,Morning,Furnace_6,Electric,Lead,149.96,3881.83,1408.4,1.13,0.27,30.9,59.0,B,Yes,Natural Gas,2.84,47.58,7.31,17.2,964.83
615,26-01-2023 15.00,Afternoon,Furnace_9,Electric,Borosilicate,168.49,1791.62,1613.3,1.91,4.28,27.5,2.0,B,No,Natural Gas,13.41,152.24,4.87,14.2,333.47
616,26-01-2023 16.00,Afternoon,Furnace_6,Gas,Borosilicate,56.35,1980.11,1413.0,2.54,2.32,26.6,51.0,B,Yes,Electricity,2.62,99.27,0.28,12.1,453.96
617,26-01-2023 17.00,Afternoon,Furnace_8,Gas,Lead,36.49,2696.57,1436.3,3.38,4.68,29.0,6.0,A,Yes,Electricity,10.21,115.62,0.64,12.7,897.61
618,26-01-2023 18.00,Afternoon,Furnace_7,Electric,Borosilicate,188.92,4233.46,1588.3,0.86,0.58,36.4,39.0,C,No,Natural Gas,12.92,45.07,6.39,15.9,253.33
619,26-01-2023 19.00,Afternoon,Furnace_6,Electric,Lead,67.13,869.34,1445.7,2.34,4.87,28.0,370.0,B,No,Natural Gas,12.17,62.7,2.86,19.2,492.27
620,26-01-2023 20.00,Morning,Furnace_3,Gas,Borosilicate,121.82,4468.63,1621.3,1.67,0.99,39.0,17.0,A,No,Electricity,8.69,160.0,1.68,14.6,871.53
621,26-01-2023 21.00,Morning,Furnace_1,Electric,Borosilicate,113.10499999999999,949.34,1481.3,0.71,1.02,27.5,13.0,C,Yes,Electricity,8.59,160.71,8.15,13.1,395.15
622,26-01-2023 22.00,Morning,Furnace_3,Gas,Borosilicate,151.02,3122.81,1645.7,2.61,4.95,22.9,19.0,C,Yes,Natural Gas,6.21,116.245,5.14,8.9,869.25
623,26-01-2023 23.00,Night,Furnace_4,Electric,Borosilicate,191.59,3150.49,1473.5,0.99,0.18,31.5,39.0,C,Yes,Natural Gas,12.68,100.74,3.37,13.7,982.3
624,27-01-2023 0.00,Morning,Furnace_2,Hybrid,Lead,124.86,636.38,1682.7,3.97,3.97,26.9,33.0,C,No,Natural Gas,5.6,113.75,4.84,17.4,473.92
625,27-01-2023 1.00,Night,Furnace_3,Hybrid,Soda-lime,56.02,4515.2,1624.7,3.94,2.11,17.5,47.0,A,Yes,Electricity,14.87,164.96,4.46,22.0,686.9
626,27-01-2023 2.00,Morning,Furnace_7,Electric,Soda-lime,113.10499999999999,1166.22,15887.0,2.19,0.57,20.6,7.0,A,Yes,Electricity,7.96,187.02,5.79,16.35,639.92
627,27-01-2023 3.00,Afternoon,Furnace_3,Gas,Soda-lime,67.88,1690.83,1562.3,2.1,0.94,24.2,34.0,A,Yes,Electricity,14.52,193.55,3.61,17.2,863.56
628,27-01-2023 4.00,Afternoon,Furnace_3,Hybrid,Soda-lime,91.32,4475.91,1667.0,2.16,2.26,17.5,14.0,B,No,Natural Gas,4.02,68.45,73.0,23.8,564.095
629,27-01-2023 5.00,Morning,Furnace_10,Hybrid,Lead,182.18,3685.72,1687.8,1.81,1.07,35.1,0.0,A,No,Electricity,2.44,51.59,8.24,23.4,359.04
630,27-01-2023 6.00,Night,Furnace_4,Gas,Borosilicate,956.0,3444.49,1417.9,2.33,3.17,39.1,21.0,A,No,Natural Gas,5.97,123.46,1.67,23.9,825.64
631,27-01-2023 7.00,Morning,Furnace_8,Gas,Borosilicate,64.3,2338.68,1635.1,2.21,3.96,38.2,27.0,A,No,Natural Gas,11.63,138.89,6.06,20.8,535.43
632,27-01-2023 8.00,Night,Furnace_5,Electric,Borosilicate,112.8,3967.96,1533.6,3.36,3.2,27.8,41.0,A,No,Electricity,6.89,95.14,5.24,15.3,770.37
633,27-01-2023 9.00,Morning,Furnace_9,Hybrid,Borosilicate,68.45,2913.91,1633.9,1.92,4.95,38.2,77.0,A,No,Electricity,10.75,62.93,7.29,20.4,446.61
634,27-01-2023 10.00,Morning,Furnace_1,Gas,Borosilicate,31.86,1865.35,1552.6,1.3,0.86,17.3,5.0,C,Yes,Electricity,4.71,33.22,9.75,21.9,354.14
635,27-01-2023 11.00,Night,Furnace_9,Gas,Borosilicate,127.62,3002.46,1675.9,3.34,1.14,165.0,10.0,C,Yes,Electricity,7.15,166.57,2.31,12.0,382.66
636,27-01-2023 12.00,Night,Furnace_7,Electric,Lead,113.10499999999999,4863.94,1555.6,0.95,1.44,18.1,30.0,B,Yes,Natural Gas,2.87,134.59,3.27,8.8,403.38
637,27-01-2023 13.00,Morning,Furnace_1,Gas,Lead,164.93,4781.96,1513.5,2.33,0.94,17.7,42.0,B,Yes,Natural Gas,8.92,55.49,7.58,18.5,807.06
638,27-01-2023 14.00,Afternoon,Furnace_10,Electric,Soda-lime,42.31,4416.1,1510.9,1.9,2.615,27.0,61.0,B,No,Natural Gas,4.62,132.95,9.37,18.8,219.74
639,27-01-2023 15.00,Morning,Furnace_9,Gas,Lead,55.94,1384.21,1577.9,3.73,3.25,33.7,39.0,B,No,Electricity,9.12,52.88,4.59,12.0,564.095
640,27-01-2023 16.00,Night,Furnace_3,Gas,Soda-lime,27.89,2674.59,1601.5,2.41,1.67,20.0,17.0,B,No,Natural Gas,9.16,82.37,4.8,12.7,665.54
641,27-01-2023 17.00,Afternoon,Furnace_2,Hybrid,Soda-lime,142.02,1260.5,1681.7,2.09,1.56,21.1,50.0,C,Yes,Electricity,11.51,58.22,6.24,21.0,885.37
642,27-01-2023 18.00,Night,Furnace_1,Gas,Lead,178.45,3479.25,1552.6,1.25,1.96,31.0,39.0,C,Yes,Natural Gas,10.69,140.22,4.47,8.6,456.19
643,27-01-2023 19.00,Night,Furnace_2,Electric,Soda-lime,119.54,4273.37,1690.6,2.33,2.46,20.6,1.0,C,Yes,Electricity,12.65,65.12,9.97,19.4,564.095
644,27-01-2023 20.00,Night,Furnace_1,Electric,Lead,197.12,1715.32,15865.0,3.47,1.75,17.8,10.0,A,No,Natural Gas,13.41,193.32,1.31,15.9,223.67
645,27-01-2023 21.00,Afternoon,Furnace_10,Hybrid,Borosilicate,132.67,4156.66,1633.0,1.07,3.15,27.3,30.0,A,Yes,Natural Gas,12.76,154.62,3.11,21.0,802.18
646,27-01-2023 22.00,Morning,Furnace_4,Electric,Soda-lime,124.15,4203.34,1451.1,1.54,3.06,28.2,64.0,B,Yes,Electricity,6.41,136.17,3.05,9.3,394.15
647,27-01-2023 23.00,Morning,Furnace_10,Hybrid,Borosilicate,60.07,2733.49,1589.3,3.17,2.7,38.6,39.0,B,No,Natural Gas,7.09,96.89,4.84,22.1,306.52
648,28-01-2023 0.00,Morning,Furnace_7,Hybrid,Soda-lime,96.7,3490.67,1435.3,3.24,3.39,21.8,74.0,A,No,Electricity,7.04,133.15,6.37,8.6,199.57
649,28-01-2023 1.00,Afternoon,Furnace_10,Hybrid,Lead,158.6,2191.77,1625.3,3.5,1.35,28.1,47.0,B,Yes,Electricity,7.74,149.2,4.56,9.6,720.77
650,28-01-2023 2.00,Afternoon,Furnace_8,Hybrid,Lead,34.43,4396.62,1493.6,3.18,3.02,26.9,48.0,B,No,Electricity,12.1,112.75,3.61,18.2,537.24
651,28-01-2023 3.00,Afternoon,Furnace_10,Gas,Borosilicate,101.44,1806.04,1552.6,3.5,4.81,23.6,73.0,C,No,Natural Gas,9.42,160.33,4.84,12.8,564.095
652,28-01-2023 4.00,Afternoon,Furnace_9,Gas,Borosilicate,148.96,3946.64,1487.4,1.04,0.11,27.5,31.0,A,No,Electricity,2.27,176.13,8.98,8.7,493.96
653,28-01-2023 5.00,Morning,Furnace_10,Hybrid,Lead,97.97,4231.72,1625.5,1.31,0.18,31.2,38.0,B,No,Natural Gas,8.45,39.13,7.25,23.5,106.43
654,28-01-2023 6.00,Night,Furnace_6,Gas,Soda-lime,173.86,3099.74,1592.5,2.57,1.96,39.8,72.0,C,Yes,Natural Gas,4.19,75.43,6.81,23.2,874.16
655,28-01-2023 7.00,Morning,Furnace_7,Hybrid,Lead,40.76,1194.16,1631.8,1.2,1.51,39.8,27.0,C,Yes,Natural Gas,10.58,106.8,7.69,21.9,920.89
656,28-01-2023 8.00,Afternoon,Furnace_4,Electric,Lead,30.34,3793.98,1571.8,2.41,29.5,36.7,39.0,B,Yes,Natural Gas,2.52,80.46,1.72,19.8,522.63
657,28-01-2023 9.00,Morning,Furnace_9,Gas,Soda-lime,90.67,3800.05,1488.6,2.91,2.8,20.7,69.0,B,Yes,Natural Gas,11.37,195.52,6.36,16.0,682.41
658,28-01-2023 10.00,Afternoon,Furnace_7,Hybrid,Soda-lime,150.65,4320.27,1554.8,3.35,4.27,29.1,36.0,C,Yes,Natural Gas,12.9,177.19,8.7,9.4,743.03
659,28-01-2023 11.00,Afternoon,Furnace_6,Gas,Lead,174.23,31285.7,1682.9,3.26,2.17,39.9,30.0,C,Yes,Electricity,12.81,139.36,4.51,21.6,935.39
660,28-01-2023 12.00,Night,Furnace_5,Electric,Borosilicate,113.10499999999999,1715.28,1537.9,3.89,3.17,36.4,23.0,A,Yes,Natural Gas,3.06,128.2,4.38,23.0,256.29
661,28-01-2023 13.00,Morning,Furnace_3,Electric,Lead,109.97,1864.41,1448.9,0.75,1.58,30.9,79.0,A,No,Natural Gas,8.69,100.08,9.1,11.5,842.48
662,28-01-2023 14.00,Afternoon,Furnace_1,Electric,Soda-lime,58.68,2601.24,1696.1,1.09,4.11,39.4,63.0,B,Yes,Natural Gas,7.96,84.5,9.17,16.35,271.82
663,28-01-2023 15.00,Night,Furnace_2,Hybrid,Soda-lime,31.76,999.47,1455.6,2.33,3.23,18.7,36.0,B,Yes,Electricity,14.92,159.04,70.4,9.0,683.16
664,28-01-2023 16.00,Morning,Furnace_8,Electric,Borosilicate,57.57,3545.31,1408.1,1.78,1.16,39.5,39.0,C,Yes,Electricity,7.3,104.67,3.06,10.9,702.07
665,28-01-2023 17.00,Afternoon,Furnace_3,Hybrid,Borosilicate,24.17,4619.3,1410.0,3.43,2.4,38.9,48.0,C,No,Electricity,7.13,46.38,9.06,12.3,733.14
666,28-01-2023 18.00,Afternoon,Furnace_10,Electric,Soda-lime,47.93,1439.84,1685.2,2.33,1.37,22.5,76.0,B,No,Natural Gas,7.68,54.43,8.79,21.1,480.39
667,28-01-2023 19.00,Afternoon,Furnace_6,Electric,Lead,65.75,2266.13,1453.6,3.54,2.65,21.2,64.0,A,No,Natural Gas,2.14,116.245,8.08,18.2,7448.0
668,28-01-2023 20.00,Night,Furnace_6,Hybrid,Lead,130.73,4079.18,1590.0,1.79,4.06,29.9,80.0,A,Yes,Natural Gas,11.92,139.66,8.03,8.4,440.25
669,28-01-2023 21.00,Night,Furnace_4,Gas,Lead,186.3,2054.68,1481.4,0.63,4.83,26.8,35.0,C,No,Electricity,11.79,69.0,6.95,10.5,808.15
670,28-01-2023 22.00,Morning,Furnace_8,Hybrid,Soda-lime,152.55,2752.34,1663.6,2.86,4.12,23.9,57.0,B,Yes,Electricity,8.43,144.96,1.88,16.5,216.43
671,28-01-2023 23.00,Afternoon,Furnace_7,Gas,Lead,89.74,3782.77,1523.2,2.85,1.81,33.5,42.0,A,No,Natural Gas,10.15,142.61,2.44,15.5,923.75
672,29-01-2023 0.00,Morning,Furnace_8,Gas,Borosilicate,35.47,4356.51,1628.4,2.78,1.0,18.4,49.0,A,No,Natural Gas,8.76,174.15,5.53,10.3,932.25
673,29-01-2023 1.00,Morning,Furnace_5,Gas,Soda-lime,167.35,550.61,16768.0,2.33,0.85,24.9,57.0,B,No,Electricity,12.28,186.17,4.84,20.4,907.91
674,29-01-2023 2.00,Morning,Furnace_3,Electric,Lead,41.86,3781.93,1611.6,2.84,0.91,27.9,67.0,C,Yes,Natural Gas,4.34,166.6,3.36,20.1,772.77
675,29-01-2023 3.00,Afternoon,Furnace_8,Electric,Lead,53.49,2844.43,1689.5,2.05,0.27,33.0,76.0,B,No,Electricity,8.69,121.4,0.22,16.35,564.095
676,29-01-2023 4.00,Night,Furnace_2,Hybrid,Borosilicate,61.28,3967.55,1678.1,0.94,4.28,35.6,42.0,B,Yes,Natural Gas,10.04,107.24,4.84,15.6,651.41
677,29-01-2023 5.00,Night,Furnace_5,Electric,Soda-lime,75.1,2509.41,1640.1,1.25,4.9,21.5,67.0,B,Yes,Electricity,9.19,119.88,8.93,13.9,564.095
678,29-01-2023 6.00,Afternoon,Furnace_4,Hybrid,Soda-lime,113.10499999999999,2807.48,1526.8,3.27,2.48,24.3,33.0,B,Yes,Electricity,8.69,116.245,8.57,12.4,644.29
679,29-01-2023 7.00,Morning,Furnace_1,Gas,Lead,123.27,40588.3,1540.9,1.19,0.2,27.5,32.0,A,Yes,Natural Gas,4.03,61.97,9.02,22.6,419.77
680,29-01-2023 8.00,Afternoon,Furnace_3,Hybrid,Soda-lime,130.46,3440.69,1465.8,3.72,1.7,15.2,32.0,C,Yes,Natural Gas,7.2,166.77,2.91,13.8,564.095
681,29-01-2023 9.00,Night,Furnace_1,Electric,Borosilicate,148.83,2148.07,1662.8,2.33,3.23,19.6,39.0,B,Yes,Electricity,7.5,51.48,1.83,9.3,374.62
682,29-01-2023 10.00,Night,Furnace_4,Gas,Borosilicate,48.95,1137.93,1527.3,0.83,2.69,27.5,45.0,A,Yes,Natural Gas,13.45,107.89,0.79,21.6,300.52
683,29-01-2023 11.00,Morning,Furnace_3,Electric,Lead,73.08,2777.8,1526.2,3.16,3.61,19.8,0.0,C,No,Natural Gas,14.23,53.29,9.58,21.1,399.35
684,29-01-2023 12.00,Morning,Furnace_6,Electric,Borosilicate,154.96,605.42,1454.2,3.96,4.21,30.8,77.0,B,No,Natural Gas,13.35,161.37,1.17,22.4,746.12
685,29-01-2023 13.00,Afternoon,Furnace_10,Gas,Soda-lime,134.22,2913.91,1470.5,2.66,4.06,19.5,40.0,B,Yes,Electricity,6.03,30.87,7.84,22.4,479.93
686,29-01-2023 14.00,Night,Furnace_9,Hybrid,Soda-lime,195.69,4536.4,1523.5,0.76,0.05,31.4,35.0,B,Yes,Electricity,9.97,94.03,6.84,22.4,783.49
687,29-01-2023 15.00,Morning,Furnace_9,Hybrid,Soda-lime,113.10499999999999,1153.69,1441.0,1.39,3.81,39.3,1.0,B,Yes,Natural Gas,2.11,104.77,3.23,21.7,114.69
688,29-01-2023 16.00,Morning,Furnace_5,Gas,Borosilicate,119.89,4459.54,1443.4,2.33,2.03,27.5,32.0,A,Yes,Electricity,5.39,119.01,50.5,22.0,943.88
689,29-01-2023 17.00,Night,Furnace_6,Hybrid,Lead,68.01,607.65,1675.4,2.05,4.76,32.7,39.0,C,No,Electricity,10.61,93.96,8.93,15.8,962.62
690,29-01-2023 18.00,Night,Furnace_6,Gas,Borosilicate,99.01,2663.27,1501.8,1.59,0.02,28.7,70.0,A,Yes,Electricity,12.59,170.3,0.06,12.2,134.48
691,29-01-2023 19.00,Morning,Furnace_5,Electric,Soda-lime,127.05,2328.19,1474.5,3.33,2.615,30.5,2.0,C,No,Natural Gas,2.77,166.59,7.98,9.8,215.0
692,29-01-2023 20.00,Night,Furnace_10,Electric,Borosilicate,53.52,2913.91,1644.1,3.06,19.0,31.1,72.0,B,No,Natural Gas,6.12,75.26,7.56,11.6,746.3
693,29-01-2023 21.00,Afternoon,Furnace_10,Hybrid,Borosilicate,198.01,4117.17,1407.5,3.56,3.28,31.1,22.0,B,No,Electricity,8.69,63.83,1.44,19.2,834.59
694,29-01-2023 22.00,Morning,Furnace_8,Electric,Lead,191.5,1203.64,1552.6,1.08,2.25,39.9,11.0,A,No,Electricity,6.15,68.96,0.5,12.3,519.54
695,29-01-2023 23.00,Morning,Furnace_5,Gas,Soda-lime,160.39,3831.94,1477.3,2.52,2.57,16.1,8.0,B,No,Electricity,3.1,110.53,4.01,9.9,830.38
696,30-01-2023 0.00,Afternoon,Furnace_7,Hybrid,Borosilicate,146.56,3947.04,1644.7,0.94,3.51,39.6,14.0,C,Yes,Natural Gas,8.45,77.25,0.67,23.7,598.79
697,30-01-2023 1.00,Afternoon,Furnace_3,Hybrid,Borosilicate,37.41,536.81,1441.7,1.99,1.6,37.3,36.0,A,No,Electricity,2.86,76.32,5.37,22.8,623.5
698,30-01-2023 2.00,Afternoon,Furnace_1,Electric,Soda-lime,132.24,1585.51,1683.1,1.2,2.37,31.1,39.0,A,Yes,Natural Gas,3.53,116.84,8.02,19.9,829.72
699,30-01-2023 3.00,Morning,Furnace_7,Hybrid,Borosilicate,36.92,2913.91,1598.6,0.77,3.45,31.9,3.0,A,No,Natural Gas,14.19,135.51,81.5,15.0,260.54
700,30-01-2023 4.00,Morning,Furnace_6,Hybrid,Lead,65.6,748.79,1421.5,2.14,3.97,31.1,39.0,A,Yes,Electricity,14.38,53.9,3.07,16.8,280.59
701,30-01-2023 5.00,Night,Furnace_9,Hybrid,Lead,56.59,4573.54,1616.1,1.77,0.49,21.8,70.0,B,Yes,Electricity,9.46,119.72,9.41,15.0,807.45
702,30-01-2023 6.00,Night,Furnace_1,Hybrid,Soda-lime,96.48,2072.55,1460.9,1.54,3.75,39.2,57.0,A,Yes,Electricity,8.56,58.56,6.81,12.8,232.67
703,30-01-2023 7.00,Night,Furnace_9,Gas,Soda-lime,77.07,3131.83,1552.2,3.43,3.26,39.3,73.0,C,No,Electricity,10.61,153.89,0.35,9.8,164.29
704,30-01-2023 8.00,Morning,Furnace_5,Electric,Soda-lime,1255.1,2452.35,1555.8,3.87,0.9,32.0,39.0,A,Yes,Natural Gas,7.85,73.05,6.97,12.5,260.1
705,30-01-2023 9.00,Morning,Furnace_6,Electric,Lead,189.81,2701.73,1647.0,2.33,1.18,27.5,22.0,B,Yes,Natural Gas,12.58,163.98,7.43,17.0,911.42
706,30-01-2023 10.00,Morning,Furnace_9,Gas,Borosilicate,78.49,553.39,1600.3,0.63,3.93,27.5,80.0,B,Yes,Natural Gas,14.7,81.98,4.02,21.1,784.17
707,30-01-2023 11.00,Afternoon,Furnace_7,Hybrid,Soda-lime,167.69,3336.97,1634.7,1.15,1.82,19.5,15.0,C,Yes,Electricity,71.1,144.57,8.68,9.4,137.2
708,30-01-2023 12.00,Morning,Furnace_9,Electric,Soda-lime,188.28,1939.97,1477.1,3.18,1.67,15.7,58.0,B,No,Electricity,13.14,154.1,1.31,23.9,195.33
709,30-01-2023 13.00,Night,Furnace_9,Electric,Soda-lime,54.86,3730.85,1410.7,1.03,4.64,38.4,12.0,A,Yes,Natural Gas,5.27,58.58,8.83,10.6,939.95
710,30-01-2023 14.00,Morning,Furnace_3,Gas,Borosilicate,88.22,3097.57,1591.2,1.66,45.7,27.5,2.0,B,Yes,Natural Gas,3.17,33.37,7.36,13.1,377.48
711,30-01-2023 15.00,Night,Furnace_8,Hybrid,Soda-lime,40.92,3367.03,1649.0,7.5,2.29,38.1,67.0,C,Yes,Natural Gas,3.1,62.25,7.59,19.9,110.53
712,30-01-2023 16.00,Night,Furnace_7,Hybrid,Lead,53.15,599.55,1581.7,2.73,4.56,16.8,51.0,A,No,Electricity,13.59,184.96,1.17,18.2,564.095
